Name,Date,Is Weekend?,Unique,Male,Female,Final Count,Keywords,Genre,Attending,Interested,Declined,Maybe,Post Consumptions,Post Impressions,Post Impressions Paid,Post Impressions Paid Unique,Post Engaged Fan,Post Engaged Users,Post Negative Feedback,Post Stories,Post Storytellers,Page Post Engagements,Page Posts Impressions,Post Interests Impressions,Post Interests Consumptions,Page Story Adds,Post Reactions Like Total,Post Reactions Wow Total,Post Reactions Love Total,Post Reactions Haha Total,Post Reactions Sorry Total,Post Reactions Anger Total,Post Video Views,Description,EVALUATION?
Charlie Ballantine Providence Band / Rob Dixon Triology,"1/6/2017, 8:30:00 PM",1,0,0,0,0,,other,22,66,0,66,0,0,0,0,1,7,0,8,7,,,,,,0,0,0,0,0,0,0,January's First Friday at Pioneer is going to be one for the books!  Legendary night of Jazz and funk from Indy's finest :  The Charlie Ballantine Providence Band Rob Dixon Triology  8:30pm // Free Show Show will run through the end of dinner-service   Lineup :  8:30pm - Charlie Ballantine Providence Band 9:30pm - Rob Dixon Triology   The CHARLIE BALLANTINE PROVIDENCE BAND  Named Indianapolis'  Best Jazz Musician  of 2015 by NUVO Magazine  Charlie Ballantine  is a professional guitarist who performs regularly around the midwest. Charlie has been a featured artist at notable events such as the Penrod Art Festival and The Indianapolis Jazz Festival and is a frequent performer at renowned jazz clubs such as The Jazz Kitchen and The Chatterbox.  He also holds a degree in jazz studies from Indiana University where he studied under Corey Christiansen  David Baker  and many others. His music stems from the traditions of folk  jazz  and blues music with influences such as Bill Frisell  John Scofield  Wes Montgomery  and Jimi Hendrix. http://www.charlieballantine.com/music   ROB DIXON TRIOLOGY  A native of Atlanta  Dixon went to Indiana University where he came under the influence of the renowned jazz educator David Baker. After moving to New York in 1996  he began gigging around town with other up-and-coming musicians like drummer Ari Hoenig  organis Greg Lewis  and pianist Rick Germanson. Dixon is signed with Owl Studios  an Indianapolis-based jazz label. He has released two albums on the label as bandleader: What Things Could Be (2006) and Reinvention: The Dixon-Rhyne Project (2008).[2] On the latter album  Dixon collaborates with legendary jazz organist Melvin Rhyne  known for playing with T-Bone Walker and Wes Montgomery  among others. In addition  Dixon is often featured as a sideman with other Owl Studios recording artists  including Derrick Gardner & the Jazz Prophets  the Buselli-Wallarab Jazz Orchestra  Cynthia Layne  Steve Allee  Mike Clark  and The Headhunters.[3] His composition (with Raeford Gerald) Bump'n from the Middle is on the compilation Act 1 on Southbound  Ace Records (UK).[4] Dixon also directs the Indianapolis Chamber Orchestra Youth Jazz Ensemble. https://www.facebook.com/Rob-Dixon-1701807056697471/?fref=ts,
Jazz & Funk Jam Night at Pioneer,"1/4/2017, 9:00:00 PM",0,0,0,0,0,,other,5,13,0,13,0,0,0,0,0,1,0,1,1,,,,,,0,0,0,0,0,0,0,This week members of The SleepyNap Project are inviting anyone with an instrument to come jam with them at Pioneer. Open to all!  The SleepyNap Project : Fuzing Jazz  breaks  downtempo electronic  hip hop  and funk into an smooth amalgamation of blissful soundcraft  local Jazz aficionados take the Pioneer stage to bring you a night of scintillating relaxation.  The SleepyNap Project plays every wednesday. Future Jam sessions TBA 9pm -11pm  Who's playing : Richard 'Sleepy' Floyd  //  drums Rob Dixon           //            saxophone Brandon Meeks        //       bass,
Comedy Night : Dave Waite / Andrew Rudick / Nate Gropp / WSGs,"12/19/2016, 9:00:00 PM",0,22,0,0,22,,other,17,41,0,41,0,0,0,0,1,3,0,4,3,,,,,,0,0,0,0,0,0,0,Comedy Night at Pioneer! Local provocateur and comedy enthusiast Nate Gropp will be your host for the evening.  Los Angeles-based comedian Dave Waite is a charismatic oddball whose shows are non-stop fun. Thanks in part to stellar performances on Late Night with Jimmy Fallon  Comedy Central’s Not Safe with Nikki Glaser  and Last Comic Standing  comedy fans everywhere are enthralled by the Kentucky native’s offbeat outlook on life. Dave is a beloved guest on several top-rated podcasts and radio shows  including Doug Loves Movies and the nationally syndicated Bob & Tom Show. On Tour Records is set to release his highly anticipated album “Dead Waite” and his previous albums can be heard frequently on SiriusXM and Pandora. In addition to maintaining a healthy tour schedule  Dave also co-produces The Secret Show  a popular comedy night at The Blind Barber in Culver City  CA.  December 19th  doors @ 8pm Show at 9 $5  Guests coming in for dinner can enjoy the comedy show free of charge!   Lineup :  Nate Gropp   Jeanne Whitney  Andrew Rudick Dave Waite  //////////////////////////\\\\\\\\\\\\\\\\\\\\////////////////////////////\\\\\\\\\\\\\\\\\\\\\\///////////////////////////\\\\\\\\\\\\\\\,
Obtuse :: Duchess // dilettante / modest // FilterNetwork,"12/15/2016, 10:00:00 PM",0,0,0,0,0,,electronic,29,64,0,64,0,0,0,0,3,4,0,6,4,,,,,,0,0,0,0,0,0,0,Our second installment of Obtuse  weekly DJ nights at Pioneer will feature some local talent!  London  Chicago  Detroit  Berlin  New York vibes all around. Wot U Call It? Proper dancefloor riddims all night.   Free Show // 10-1am // 21+  Duchess b2b dilettante b2b modest FIlterNetwork (Ben of FLANCH)  Duchess  soundcloud.com/duchess-obtuse  dilettante soundcloud.com/d_i_l_e_t_t_a_n_t_e  modest  soundcloud.com/nawyeahnawyeah  FilterNetwork (Ben of FLANCH) soundcloud.com/user-770089579,
Busman's Holiday: A Holiday themed Album Release Show in Indy!,"12/10/2016, 9:00:00 PM",1,85,0,0,85,,rock,76,86,0,86,,,,,,,,,,,,,,,,,,,,,,You know your favorite Bloomington band on Joyful Noise that have released two albums on the label and are still active? That's right! Busman's Holiday is having a holiday-themed album release show in your very city! Find them as a 4-piece band with all sorts of holiday cheer. Playing much of their new and old material plus the added bonus of Christmas songs! There will be cardboard cutouts and everything! And a real life Kevin Krauter will open this delightful holiday evening.  Doors at 9 Show at 9:30,
Spellbound: a new DJ dance night feat Lol Tolhurst of The Cure,"12/3/2016, 10:30:00 PM",1,0,0,0,0,,electronic,79,168,0,168,,,,,,,,,,,,,,,,,,,,,,Saturday December 3rd 2016 10:30pm Indy CD & Vinyl presents ***SPELLBOUND*** A new DJ dance night in Fountain Square! Witch house / Dark Alternative / Goth / 80s / Electro / Post-punk / +more  With your hosts Andy & Annie of A-SQUARED INDUSTRIES LOL TOLHURST (co-founder of the band THE CURE) DJ EVIL TWIN  Pioneer 1110 Shelby Street  Indianapolis  IN 46220 $5.00 cover | 21+ with ID please  Also  be sure to check out Lol Tolhurst's book  Cured   for sale at Indy CD & Vinyl - he will be at the shop 6-8pm on Dec. 3rd and will sign your copy and answer your questions! Head over to indycdandvinyl.com for more info!,
Lol Tolhurst (co-founder of The Cure) book tour event at ICD&V!,"12/3/2016, 6:00:00 PM",1,60,0,0,60,,other,49,104,0,104,,,,,,,,,,,,,,,,,,,,,,Lol Tolhurst is a musician  writer and performer.   He is best known as a founding member of the band that virtually invented alternative music  The Cure. Formed in 1976 The Cure is one of the most influential  successful and critically acclaimed bands of its generation. ​ As The Cure’s drummer  Lol toured the globe many times over  supporting the ground-breaking albums Three Imaginary Boys  Seventeen Seconds  Faith and Pornography. He took on keyboard duties in the mid-eighties until his departure from the band in 1989  at the time of their masterwork Disintegration. ​ In the early nineties  Lol relocated to Southern California where he continues to write  record and tour with his own band  Levinhurst.   More recently  2011 saw a momentous reunion tour with his former bandmates and Lol performing with The Cure again for the first time in over twenty years.  Join us at Indy CD & VInyl for a special book tour stop  complete with book signing and Q&A with Lol Tolhurst. Buy the book at Indy CD & VInyl on the day of the event or find something special on his PledgeMusic page here: http://www.pledgemusic.com/projects/loltolhurst  Special announcement: 10:30pm after-party at Pioneer with DJ Lol Tolhurst and A-Squared!,
Cloak and Dagger: New Work from Benny Sanders,"12/2/2016, 8:00:00 PM",1,79,0,0,79,,rock,84,126,0,126,,,,,,,,,,,,,,,,,,,,,,Cloak and Dagger: New Paintings  Drawings and Prints from Benny Sanders  This exhibition of recent work is an attempt to control an exuberant mystery and passion for creating an image in the studio as well as outings en plein air.   Enjoy a reception  cocktails  food  and live music from: Chase Blackburn Trio The Vulgar Boatmen   Special thanks to Justin Vining  Kyle Ragsdale  Johnny McKee  JB Andrews  Bryce Caldwell  Hayley Trussell  Jeremy Tubbs and Jonathan Brooks for your constant support.,
Comedy Night : DJ Dangler // Nate Gropp // WSGs,"11/29/2016, 9:00:00 PM",0,0,0,0,0,,other,10,46,0,46,0,0,0,0,0,3,0,5,3,,,,,,0,0,0,0,0,0,0,Stand up is coming to Pioneer! Nate Gropp  local provocateur and comedy enthusiast  will be your host for the evening. November 29th  doors @ 9pm $5  Guests coming in for dinner can watch the comedy show free of charge!  Lineup :  Nate Gropp   (host) Austin Fry Emily Bewley Alex Price D Jay Dangler  //////////////////////////\\\\\\\\\\\\\\\\\\\\////////////////////////////\\\\\\\\\\\\\\\\\\\\\\  D JAY DANGLER   D J Dangler travels around the country working clubs and colleges. He has appeared at Caroline's on Broadway and Gotham Comedy Club in New York City. His style is sharp  and high energy. He draws from his many and varied interests to relate to most any crowd. He blends New York cynicism with genuine Midwestern agreeability to present a different take on both the trivial and substantial aspects of life. D J is a firm believer that people are pretty much the same everywhere  and if you can make those people laugh  you don't have to have a real job.                                                                                          -http://www.djishandsome.com/bio   NATE GROPP  Nate Gropp is a fixture in the Indianapolis comedy scene and a rising talent in the midwest. He has shared the stage with some of the top acts in the world  including Henry Phillips  Ms. Pat  Michael Che  Kurt Braunohler  and Michael Ian Black. Nate was accepted into the 2nd annual Crossroads Comedy Festival in Indianapolis as a featured performer and is a regular featured act at some of the top clubs throughout the Midwest. Surreally inspired by the guilt-ridden weirdness of growing up very Catholic  Nate's comedy is irreverent  whimsical  edgy  and most of all  fun.   Nate can be found on twitter and instagram @gropptimusprime,
Fell Runner / Spissy \ Jackson VanHorn,"11/26/2016, 10:00:00 PM",1,193,0,0,118,,rock,21,32,0,32,0,0,0,0,0,1,0,4,1,,,,,,0,0,0,0,0,0,0,Spissy                        - 10:30pm Fell Runner                Jackson Vanhorn  Doors at 10pm // $7 21+  FELL RUNNER  'Fell Runner is a Los Angeles-based experimental rock band that takes inspiration from West African rhythms and melodies. Pulling from each memberʼs unique musical roots the band writes collaboratively  translating world music rhythms into raw and complex song structures.' https://fellrunner.bandcamp.com/  SPISSY  'Spissy is the rare and obvious duo of Aaron Denton and Ben Lumsdaine. I say  obvious  because they fit together and compliment one another so well  their creative pairing seems almost inevitable. Aaron's ability to craft a delightful  memorable hook alongside Ben's penchant for arrangement  vibe  and skill makes Spissy an absolutely satisfying listen.  Rare   because what draws these two dudes together seems hard to find; a studious  almost aggressive  attraction and ambition toward moderation.'                                                                 https://spissyband.bandcamp.com/   JACKSON VANHORN  https://jacksonvanhorn.bandcamp.com/,
Clint Breeze and the Groove wsg Hood Smoke,"11/4/2016, 11:00:00 PM",1,0,0,0,0,,hiphop,69,203,0,203,0,0,0,0,1,3,0,5,3,,,,,,0,0,0,0,0,0,0,First Friday at Pioneer!! We are proud to bring you Indy's own Clint Breeze and the Groove  backed by Hood Smoke!  Free admission!!!  //  doors at 9:30 21+  Hood Smoke  -  10pm Clint Breeze and the Groove  -  11pm  Clint Breeze and the Groove Clint Breeze  formerly known as Carebear  is an Electronic Pop project of Carrington Clinton. His fourth album under the name Clint Breeze  'Nappy Head ' is set to be released this fall to much anticipation. https://clintbreeze.bandcamp.com/   Hood Smoke  A tour de force of the chicago music scene  Hood Smoke has been making lasting impressions on listeners all over the world since the release of their debut album  2012's 'Laid Up in Ordinary.'... With their second album  2014's 'Regular Neurotic ' the band gained critical notoriety.... 'Rough Around the Hedges ' the band's third album  incorporates new elements into the bands sound  featuring  string and bass trios  a small vocal choir   and trumpets.  http://hood-smoke.com/,
HOMME / VV lightbody / VV Torso,"10/15/2016, 10:30:00 PM",1,0,0,0,0,,rock,36,79,0,79,0,0,0,0,0,1,0,2,1,,,,,,0,0,0,0,0,0,0,Doors at 10:30  //  $5                   order : VV Lightbody • VV Torso • Homme  HOMME  Consequence of Sound described the duo's sound in terms of an  adventurousness and willingness to merge competing ideas ... blending their harmonies serenely into a beautiful abyss.  Read the full article and listen to their first EP here : http://bit.ly/2cwQtuL http://www.homme.band/  VV LIGHTBODY  V.V. Lightbody (Vivian McConnell of Homme) is playing music that is self-described as nap-rock. Dozing and comfortable songs that you could nap to  but even if you don't fall asleep  you would still feel rested enough to go about your day. She is currently recording her debut LP and has released a lush single   Fish in Fives   with layered flutes and harmonies.  https://vvlightbody.bandcamp.com/ https://www.facebook.com/vvlightbody/  VV TORSO https://vvtorso.bandcamp.com/releases,
Ayinger Beer Dinner,"9/21/2016, 7:00:00 PM",0,0,0,0,0,,other,4,10,0,10,0,0,0,0,0,1,0,4,1,,,,,,0,0,0,0,0,0,0,Teaming up with Ayinger Privatbrauerei / Brewery Aying  PIoneer is hosting it's first-ever Ayinger Beer Dinner!  The night will consist of 5 courses including dessert and a variety of Ayinger's finest brews.  $64 per person  Seating/tickets are limited. http://bit.ly/2czxJyq  To make your reservation  call or email : (317) 986-6761 info@pioneerindy.com,
Carey w/ Digital Dots and Sex Champ,"5/20/2016, 11:00:00 PM",1,0,0,0,0,,rock,14,13,0,13,0,0,0,0,0,1,0,6,1,,,,,,0,0,0,0,0,0,0,Nashville's Carey will grace the Pioneer stage  with local support from Digital Dots and Sex Champ.  Show starts at 11 p.m. $5   BANDS  Carey https://thebandcarey.bandcamp.com/  Digital Dots http://www.musicalfamilytree.com/band/digital_dots  Sex Champ Former members of Hotfox,
"Oreo Jones' Cash For Gold"" Release Show""","5/7/2016, 10:00:00 PM",1,0,0,0,0,,hiphop,219,219,0,219,0,1,0,0,4,15,0,20,15,,,,,,0,0,0,0,0,0,0,Come celebrate the release of Oreo Jones' latest album   Cash For Gold   via Rad Summer at Pioneer Indy in Fountain Square.Vinyl will be available as well as Golden tapes by Holy Infinite Freedom Revival along with a 50 page zine of 35mm photos shot around the country published by Nighted (Oakland).  Other performers include:  Show You Suck (Chicago) https://soundcloud.com/showyousuck  Metavari (Fort Wayne) https://metavari.bandcamp.com/  Hoops (Bloomington) http://www.musicalfamilytree.com/blog/230027  Action Jackson (Indianapolis) http://actionjackson.radsummer.com/  Visuals by  SAD ALAN JACKSON aka Jeremy E Tubbs (Bates Hendricks)   + super secret surprise special guest,
"Peter and The Kings, Dirt Bike, and Burger Night at Pioneer","2/27/2016, 11:00:00 PM",1,0,0,0,0,,rock,52,75,0,75,0,10,0,0,30,65,0,101,65,,,,,,77,1,1,0,1,0,0,Join us Saturday Febuary 27th for Dirt Bike  and Peter and The Kings! We'll also be serving up 30 dry aged beef burgers for $16!!!!!!! Doors are at 11pm. $5 cover. Tickets available day of only. 21+,
"Oreo Jones, Phases, and Sirius Blvck live at Pioneer!!!","11/28/2015, 11:00:00 PM",1,0,0,0,0,,hiphop,112,102,0,102,1,1327,0,0,27,55,0,65,54,,,,,,53,0,0,0,0,0,0,Come expierence the face melting awesomeness of Oreo Jones  Sirius Blvck  and Phases!!!   Saturday November 28th. Doors at 11pm. Phases hit at 11:30. Only $5!!!,
Italian and Slovenian wine tasting with Bryan Hinschberger from Bon Vivant Imports!,"11/17/2015, 5:00:00 PM",0,0,0,0,0,,other,15,19,0,19,9,1871,0,0,10,13,0,4,4,,,,,,1,0,0,0,0,0,0,Please join us from 5-7 for a free wine tasting with Bryan Hinschberger from Bon Vivant imports! Bryan will be pouring wines from Venato  and Slovenia. Details Below  Veneto  De Stefani/Redentore The family of De Stefani dates back to the later half of the 1800’s  having created wines of the utmost quality since the beginning  and continuing today under the experience of the family’s fourth generation winemaker  Alessandro.  The family began in Refrontolo  a small hilly village in between the two famous Prosecco towns of Conegliano and Valdobbiadene  and more recently has accrued two other vineyards to combine for 40 hectares of total estate. With a complete dedication to as natural production as possible  the estate is organically farmed  they only rely on naturally occurring yeasts as well as never adding sulfur during vinification (since 2009)  all while focusing on many varietals that they have found to create incredible results in their unique terrain.  Thriving from the local clay soils  the wines of De Stefani are stunning  true to type  and richly complex.  Slovenia  Stekar  The Štekar family started with humble beginnings in the Goriška Brda zone of Slovenia back in 1985.  With only a few hectares of vines  they were farmers for a nearby cooperative until they began to grow and have the means to start their own winery.  Today  still small and dedicated to the best fruit they can grow; they farm 10 hectares of vines and produce 35 000 bottles in total.  Combined with another 22 hectares of cherry orchards  as well as an agriturismo  Roman Štekar  and his son Jure  run this lovely natural winery in the stunning hills of western Slovenia.  In 2006  the winery received its organic certification  showing further their commitment to low-impact start-to-finish wine making which they have supported since the beginning.  Their use of neutral oak barrels  tiny amounts of SO2  and pure expressions of the locally used varietals; proves to working for them as they continue with their gorgeous winery in one of the most famous ‘natural’ wine regions of the world.,
